Timestamp,Source_City,Destination_City,Cargo,Cargo_Mass_kg,Speed_kmh,Speed_Limit_kmh,RPM,Gear,Throttle,Brake,Steering,Accel_X,Accel_Y,Accel_Z,Engine_Wear_%,Tire_Wear_%,Chassis_Wear_%,Fuel_%,Driving_Status
2026-07-02 20:47:39.550,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,0.001,-0.004,-0.0,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:27.555,Bologna,Košice,None,0,-0.0,0,550.0,4,0.0,0.0,0.0,-0.0,-0.001,-0.0,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:28.556,Bologna,Košice,None,0,0.1,0,788.2,4,0.17,0.0,0.0,-0.0,0.009,-0.155,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:29.567,Bologna,Košice,None,0,6.4,0,805.2,4,0.44,0.0,1.0,-0.055,-0.023,-2.764,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:30.577,Bologna,Košice,None,0,15.3,0,1483.5,4,0.19,0.0,1.0,-0.056,0.04,-0.743,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:31.557,Bologna,Košice,None,0,15.4,0,938.1,6,0.13,0.0,1.0,0.006,-0.008,0.06,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:32.576,Bologna,Košice,None,0,16.7,0,1021.2,6,0.05,0.0,0.0,0.02,-0.003,-0.409,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:33.559,Bologna,Košice,None,0,16.2,0,984.4,6,0.03,0.0,1.0,0.012,0.007,0.431,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:34.559,Bologna,Košice,None,0,17.1,0,1048.2,6,0.16,0.0,1.0,-0.014,-0.029,-0.627,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:35.559,Bologna,Košice,None,0,19.3,0,1182.9,6,0.17,0.0,1.0,-0.015,-0.002,-0.601,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:36.578,Bologna,Košice,None,0,21.5,0,1314.1,6,0.19,0.0,0.0,0.027,0.009,-0.598,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:37.582,Bologna,Košice,None,0,23.5,0,1435.4,6,0.18,0.0,-1.0,0.05,-0.004,-0.52,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:38.560,Bologna,Košice,None,0,23.5,0,1113.7,7,0.36,0.0,-1.0,0.056,0.003,0.105,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:39.582,Bologna,Košice,None,0,25.8,0,1225.2,7,0.23,0.0,0.0,0.003,-0.015,-1.029,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:40.576,Bologna,Košice,None,0,26.6,0,1259.4,7,0.0,0.0,1.0,-0.016,0.051,0.322,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:41.582,Bologna,Košice,None,0,25.1,0,1186.9,7,0.0,0.0,1.0,-0.013,0.003,0.44,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:42.574,Bologna,Košice,None,0,23.5,0,1113.1,7,0.0,0.0,1.0,0.001,-0.008,0.432,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:43.584,Bologna,Košice,None,0,22.0,0,1038.5,7,0.0,0.0,1.0,0.002,-0.0,0.429,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:44.584,Bologna,Košice,None,0,20.4,0,966.6,7,0.04,0.0,1.0,-0.031,0.016,0.42,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:45.579,Bologna,Košice,None,0,19.9,0,942.2,7,0.06,0.0,1.0,-0.021,-0.013,0.024,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:46.562,Bologna,Košice,None,0,20.4,0,967.0,7,0.09,0.0,0.0,0.027,-0.016,-0.253,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:47.562,Bologna,Košice,None,0,21.3,0,1008.7,7,0.1,0.0,-1.0,0.041,-0.006,-0.276,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:48.563,Bologna,Košice,None,0,20.7,0,977.3,7,0.0,0.0,0.0,0.02,-0.002,0.383,1.69,8.31,6.28,49.0,Normal
2026-07-02 20:48:49.587,Bologna,Košice,None,0,19.2,0,905.5,7,0.0,0.0,0.0,0.028,0.021,0.406,1.69,8.31,6.28,49.0,Normal
