Timestamp,Source_City,Destination_City,Cargo,Cargo_Mass_kg,Speed_kmh,Speed_Limit_kmh,RPM,Gear,Throttle,Brake,Steering,Accel_X,Accel_Y,Accel_Z,Engine_Wear_%,Tire_Wear_%,Chassis_Wear_%,Fuel_%,Driving_Status
05:25.0,Подгорица,Tekirdağ,None,0,0,0,550,0,0,0,0,0,0,0,2.15,13.4,6.57,99.9,Normal
05:25.9,Подгорица,Tekirdağ,None,0,0,0,550,0,0,0,0,0.002,-0.001,-0.001,2.15,13.4,6.57,99.9,Normal
05:27.0,Подгорица,Tekirdağ,None,0,0,0,550,4,0,0,0,-0.001,0,0.002,2.15,13.4,6.57,99.9,Normal
05:27.9,Подгорица,Tekirdağ,None,0,0,0,550,4,0,0,0,0,0,0,2.15,13.4,6.57,99.9,Normal
05:28.9,Подгорица,Tekirdağ,None,0,0,0,550,4,0,0,0,0.001,0,-0.001,2.15,13.4,6.57,99.9,Normal
05:30.0,Подгорица,Tekirdağ,None,0,0,0,550,4,0,0,1,-0.002,0,0.002,2.15,13.4,6.57,99.9,Normal
05:30.9,Подгорица,Tekirdağ,None,0,0.6,0,778.3,4,0.41,0,1,-0.027,0.004,-0.615,2.15,13.4,6.57,99.9,Normal
05:32.0,Подгорица,Tekirdağ,None,0,8.1,0,805.2,4,0.72,0,1,-0.277,-0.098,-1.965,2.15,13.4,6.57,99.9,Normal
05:32.9,Подгорица,Tekirdağ,None,0,15.6,0,1540.3,4,0.37,0,1,-0.166,-0.018,-2.063,2.15,13.4,6.57,99.9,Normal
05:33.9,Подгорица,Tekirdağ,None,0,16.6,0,1011.2,6,0,0,1,0.099,0.008,0.068,2.15,13.4,6.57,99.9,Normal
05:34.9,Подгорица,Tekirdağ,None,0,15.4,0,937.4,6,0,0,-1,0.236,0.001,0.436,2.15,13.4,6.57,99.9,Normal
05:35.9,Подгорица,Tekirdağ,None,0,13.8,0,841.9,6,0,0,0,0.016,-0.004,0.456,2.15,13.4,6.57,99.9,Normal
05:36.9,Подгорица,Tekirdağ,None,0,9.7,0,937.1,4,0,0.12,0,0.024,-0.007,1.42,2.15,13.4,6.57,99.9,Normal
05:37.9,Подгорица,Tekirdağ,None,0,5.3,0,534.7,4,0,0.11,0,0.015,-0.001,1.126,2.15,13.4,6.57,99.9,Normal
05:39.0,Подгорица,Tekirdağ,None,0,5,0,517,4,0,0.22,0,0.006,0.028,0.4,2.15,13.4,6.57,99.9,Normal
05:39.9,Подгорица,Tekirdağ,None,0,1.9,0,550,4,0,0.43,0,0.025,-0.004,2.777,2.15,13.4,6.57,99.9,Normal
05:40.9,Подгорица,Tekirdağ,None,0,0.3,0,550,-1,0,0,0,0.004,0.018,-0.001,2.15,13.4,6.57,99.9,Normal
05:42.0,Подгорица,Tekirdağ,None,0,0.1,0,550,-1,0,0,1,0.003,0.002,0.05,2.15,13.4,6.57,99.9,Normal
05:42.9,Подгорица,Tekirdağ,None,0,-3.5,0,825.4,-1,0,0,1,0.336,0.081,1.78,2.15,13.4,6.57,99.9,Normal
05:44.0,Подгорица,Tekirdağ,None,0,-4.8,0,1110.5,-1,0.09,0,1,0.171,0.009,0.211,2.15,13.4,6.57,99.9,Normal
05:44.9,Подгорица,Tekirdağ,None,0,-5.8,0,1348.3,-1,0.15,0,1,0.225,-0.001,0.263,2.15,13.4,6.57,99.9,Normal
05:45.9,Подгорица,Tekirdağ,None,0,-6.2,0,1393.4,-1,0,0,-1,-0.296,0.008,-0.312,2.15,13.4,6.57,99.9,Normal
05:46.9,Подгорица,Tekirdağ,None,0,-4.6,0,1039.9,-1,0,0,-1,-0.211,0.002,-0.45,2.15,13.4,6.57,99.9,Normal
05:47.9,Подгорица,Tekirdağ,None,0,-3.2,0,740.7,-1,0.15,0,0,-0.053,-0.014,-0.205,2.15,13.4,6.57,99.9,Normal
05:48.9,Подгорица,Tekirdağ,None,0,-6.7,0,1541.3,-1,0.49,0,0,0.127,0.044,1.059,2.15,13.4,6.57,99.9,Normal
05:50.0,Подгорица,Tekirdağ,None,0,-6.4,0,1141.1,-2,0.45,0,0,-0.069,-0.007,-0.218,2.15,13.4,6.57,99.9,Normal
05:51.0,Подгорица,Tekirdağ,None,0,-10.8,0,1962,-2,0.34,0,0,0.098,-0.002,1.423,2.15,13.4,6.57,99.9,Normal
05:51.9,Подгорица,Tekirdağ,None,0,-11.5,0,1770.6,-3,0.15,0,-1,-0.108,0.005,-0.109,2.15,13.4,6.57,99.9,Normal
05:52.9,Подгорица,Tekirdağ,None,0,-10.9,0,555.3,-3,0,0,-1,-0.181,0.003,-0.301,2.15,13.4,6.57,99.9,Normal
05:53.9,Подгорица,Tekirdağ,None,0,-10.6,0,1875.8,-2,0,0,0,-0.022,0.025,0.034,2.15,13.4,6.57,99.9,Normal
